house_id,street_id,street_name,district_id,district_name,house_number
7548,355,Ишмурзы Хидиятова,21,Восточный-2,47
7549,355,Ишмурзы Хидиятова,21,Восточный-2,48
7550,355,Ишмурзы Хидиятова,21,Восточный-2,49
7551,355,Ишмурзы Хидиятова,21,Восточный-2,5
7552,355,Ишмурзы Хидиятова,21,Восточный-2,5/1
7553,355,Ишмурзы Хидиятова,21,Восточный-2,5/2
7554,355,Ишмурзы Хидиятова,21,Восточный-2,5/3
7555,355,Ишмурзы Хидиятова,21,Восточный-2,50
7556,355,Ишмурзы Хидиятова,21,Восточный-2,51
7557,355,Ишмурзы Хидиятова,21,Восточный-2,52
7558,355,Ишмурзы Хидиятова,21,Восточный-2,53
7559,355,Ишмурзы Хидиятова,21,Восточный-2,54
7560,355,Ишмурзы Хидиятова,21,Восточный-2,56
7561,355,Ишмурзы Хидиятова,21,Восточный-2,58
7562,355,Ишмурзы Хидиятова,21,Восточный-2,59
7563,355,Ишмурзы Хидиятова,21,Восточный-2,6
7564,355,Ишмурзы Хидиятова,21,Восточный-2,61
7565,355,Ишмурзы Хидиятова,21,Восточный-2,7
7566,355,Ишмурзы Хидиятова,21,Восточный-2,7/2
7567,355,Ишмурзы Хидиятова,21,Восточный-2,7а
7568,355,Ишмурзы Хидиятова,21,Восточный-2,9
7569,355,Ишмурзы Хидиятова,21,Восточный-2,9/1
7570,355,Ишмурзы Хидиятова,21,Восточный-2,9/3
7571,356,Ишмухамета Мырзакаева,22,Восточный-1,1
7572,356,Ишмухамета Мырзакаева,22,Восточный-1,1/1
7573,356,Ишмухамета Мырзакаева,22,Восточный-1,10
7574,356,Ишмухамета Мырзакаева,22,Восточный-1,11
7575,356,Ишмухамета Мырзакаева,22,Восточный-1,11к1
7576,356,Ишмухамета Мырзакаева,22,Восточный-1,12
7577,356,Ишмухамета Мырзакаева,22,Восточный-1,13
7578,356,Ишмухамета Мырзакаева,22,Восточный-1,13/1
7579,356,Ишмухамета Мырзакаева,22,Восточный-1,14
7580,356,Ишмухамета Мырзакаева,22,Восточный-1,15
7581,356,Ишмухамета Мырзакаева,22,Восточный-1,16
7582,356,Ишмухамета Мырзакаева,22,Восточный-1,18
7583,356,Ишмухамета Мырзакаева,22,Восточный-1,19
7584,356,Ишмухамета Мырзакаева,22,Восточный-1,2
7585,356,Ишмухамета Мырзакаева,22,Восточный-1,20
7586,356,Ишмухамета Мырзакаева,22,Восточный-1,21
7587,356,Ишмухамета Мырзакаева,22,Восточный-1,22
7588,356,Ишмухамета Мырзакаева,22,Восточный-1,23
7589,356,Ишмухамета Мырзакаева,22,Восточный-1,24
7590,356,Ишмухамета Мырзакаева,22,Восточный-1,25
7591,356,Ишмухамета Мырзакаева,22,Восточный-1,25/1
7592,356,Ишмухамета Мырзакаева,22,Восточный-1,26
7593,356,Ишмухамета Мырзакаева,22,Восточный-1,27
7594,356,Ишмухамета Мырзакаева,22,Восточный-1,28
7595,356,Ишмухамета Мырзакаева,22,Восточный-1,29
7596,356,Ишмухамета Мырзакаева,22,Восточный-1,30
7597,356,Ишмухамета Мырзакаева,22,Восточный-1,32
7598,356,Ишмухамета Мырзакаева,22,Восточный-1,33
7599,356,Ишмухамета Мырзакаева,22,Восточный-1,34
7600,356,Ишмухамета Мырзакаева,22,Восточный-1,35
7601,356,Ишмухамета Мырзакаева,22,Восточный-1,35/2
7602,356,Ишмухамета Мырзакаева,22,Восточный-1,36
7603,356,Ишмухамета Мырзакаева,22,Восточный-1,37
7604,356,Ишмухамета Мырзакаева,22,Восточный-1,38
7605,356,Ишмухамета Мырзакаева,22,Восточный-1,4
7606,356,Ишмухамета Мырзакаева,22,Восточный-1,40
7607,356,Ишмухамета Мырзакаева,22,Восточный-1,41
7608,356,Ишмухамета Мырзакаева,22,Восточный-1,42
7609,356,Ишмухамета Мырзакаева,22,Восточный-1,44
7610,356,Ишмухамета Мырзакаева,22,Восточный-1,48
7611,356,Ишмухамета Мырзакаева,22,Восточный-1,5
7612,356,Ишмухамета Мырзакаева,22,Восточный-1,52/1
7613,356,Ишмухамета Мырзакаева,22,Восточный-1,54
7614,356,Ишмухамета Мырзакаева,22,Восточный-1,56
7615,356,Ишмухамета Мырзакаева,22,Восточный-1,58
7616,356,Ишмухамета Мырзакаева,22,Восточный-1,6
7617,356,Ишмухамета Мырзакаева,22,Восточный-1,60
7618,356,Ишмухамета Мырзакаева,22,Восточный-1,66
7619,356,Ишмухамета Мырзакаева,22,Восточный-1,7
7620,356,Ишмухамета Мырзакаева,22,Восточный-1,8
7621,356,Ишмухамета Мырзакаева,22,Восточный-1,9
7622,357,Кима Ахмедьянова,22,Восточный-1,1
7623,357,Кима Ахмедьянова,22,Восточный-1,10
7624,357,Кима Ахмедьянова,22,Восточный-1,11
7625,357,Кима Ахмедьянова,22,Восточный-1,12
7626,357,Кима Ахмедьянова,22,Восточный-1,13
7627,357,Кима Ахмедьянова,22,Восточный-1,14
7628,357,Кима Ахмедьянова,22,Восточный-1,15
7629,357,Кима Ахмедьянова,22,Восточный-1,16
7630,357,Кима Ахмедьянова,22,Восточный-1,17
7631,357,Кима Ахмедьянова,22,Восточный-1,19
7632,357,Кима Ахмедьянова,22,Восточный-1,1а
7633,357,Кима Ахмедьянова,22,Восточный-1,2
7634,357,Кима Ахмедьянова,22,Восточный-1,20
7635,357,Кима Ахмедьянова,22,Восточный-1,21
7636,357,Кима Ахмедьянова,22,Восточный-1,22
7637,357,Кима Ахмедьянова,22,Восточный-1,23
7638,357,Кима Ахмедьянова,22,Восточный-1,24
7639,357,Кима Ахмедьянова,22,Восточный-1,25
7640,357,Кима Ахмедьянова,22,Восточный-1,26
7641,357,Кима Ахмедьянова,22,Восточный-1,27
7642,357,Кима Ахмедьянова,22,Восточный-1,28
7643,357,Кима Ахмедьянова,22,Восточный-1,29
7644,357,Кима Ахмедьянова,22,Восточный-1,3
7645,357,Кима Ахмедьянова,22,Восточный-1,30
7646,357,Кима Ахмедьянова,22,Восточный-1,32
7647,357,Кима Ахмедьянова,22,Восточный-1,34
7648,357,Кима Ахмедьянова,22,Восточный-1,35
7649,357,Кима Ахмедьянова,22,Восточный-1,36
7650,357,Кима Ахмедьянова,22,Восточный-1,37
7651,357,Кима Ахмедьянова,22,Восточный-1,38
7652,357,Кима Ахмедьянова,22,Восточный-1,38/1
7653,357,Кима Ахмедьянова,22,Восточный-1,38/2
7654,357,Кима Ахмедьянова,22,Восточный-1,38/3
7655,357,Кима Ахмедьянова,22,Восточный-1,39
7656,357,Кима Ахмедьянова,22,Восточный-1,4
7657,357,Кима Ахмедьянова,22,Восточный-1,40
7658,357,Кима Ахмедьянова,22,Восточный-1,40/1
7659,357,Кима Ахмедьянова,22,Восточный-1,40/3
7660,357,Кима Ахмедьянова,22,Восточный-1,41
7661,357,Кима Ахмедьянова,22,Восточный-1,42
7662,357,Кима Ахмедьянова,22,Восточный-1,43
7663,357,Кима Ахмедьянова,22,Восточный-1,44
7664,357,Кима Ахмедьянова,22,Восточный-1,46
7665,357,Кима Ахмедьянова,22,Восточный-1,48
7666,357,Кима Ахмедьянова,22,Восточный-1,49
7667,357,Кима Ахмедьянова,22,Восточный-1,5
7668,357,Кима Ахмедьянова,22,Восточный-1,50
7669,357,Кима Ахмедьянова,22,Восточный-1,51
7670,357,Кима Ахмедьянова,22,Восточный-1,52
7671,357,Кима Ахмедьянова,22,Восточный-1,53
7672,357,Кима Ахмедьянова,22,Восточный-1,54
7673,357,Кима Ахмедьянова,22,Восточный-1,56
7674,357,Кима Ахмедьянова,22,Восточный-1,57
7675,357,Кима Ахмедьянова,22,Восточный-1,58
7676,357,Кима Ахмедьянова,22,Восточный-1,59
7677,357,Кима Ахмедьянова,22,Восточный-1,6
7678,357,Кима Ахмедьянова,22,Восточный-1,60
7679,357,Кима Ахмедьянова,22,Восточный-1,62
7680,357,Кима Ахмедьянова,22,Восточный-1,63
7681,357,Кима Ахмедьянова,22,Восточный-1,65
7682,357,Кима Ахмедьянова,22,Восточный-1,67
7683,357,Кима Ахмедьянова,22,Восточный-1,68
7684,357,Кима Ахмедьянова,22,Восточный-1,69
7685,357,Кима Ахмедьянова,22,Восточный-1,7
7686,357,Кима Ахмедьянова,22,Восточный-1,70
7687,357,Кима Ахмедьянова,22,Восточный-1,71
7688,357,Кима Ахмедьянова,22,Восточный-1,72
7689,357,Кима Ахмедьянова,22,Восточный-1,72/1
7690,357,Кима Ахмедьянова,22,Восточный-1,74
7691,357,Кима Ахмедьянова,22,Восточный-1,76
7692,357,Кима Ахмедьянова,22,Восточный-1,8
7693,357,Кима Ахмедьянова,22,Восточный-1,9
7694,358,Кирова,19,Центр,1
7695,358,Кирова,19,Центр,10
7696,358,Кирова,19,Центр,11
7697,358,Кирова,19,Центр,12
7698,358,Кирова,19,Центр,14
7699,358,Кирова,19,Центр,16
7700,358,Кирова,19,Центр,18
7701,358,Кирова,19,Центр,2
7702,358,Кирова,19,Центр,20
7703,358,Кирова,19,Центр,22
7704,358,Кирова,19,Центр,24
7705,358,Кирова,19,Центр,26
7706,358,Кирова,19,Центр,28
7707,358,Кирова,19,Центр,3
7708,358,Кирова,19,Центр,4
7709,358,Кирова,19,Центр,5
7710,358,Кирова,19,Центр,5а
7711,358,Кирова,19,Центр,6
7712,358,Кирова,19,Центр,7
7713,358,Кирова,19,Центр,8
7714,358,Кирова,19,Центр,9
7715,359,Колхозная,19,Центр,1
7716,359,Колхозная,19,Центр,10
7717,359,Колхозная,19,Центр,11
7718,359,Колхозная,19,Центр,12
7719,359,Колхозная,19,Центр,13
7720,359,Колхозная,19,Центр,14
7721,359,Колхозная,19,Центр,16
7722,359,Колхозная,19,Центр,17
7723,359,Колхозная,19,Центр,18
7724,359,Колхозная,19,Центр,19
7725,359,Колхозная,19,Центр,2
7726,359,Колхозная,19,Центр,20
7727,359,Колхозная,19,Центр,21
7728,359,Колхозная,19,Центр,22
7729,359,Колхозная,19,Центр,23
7730,359,Колхозная,19,Центр,25
7731,359,Колхозная,19,Центр,26
7732,359,Колхозная,19,Центр,27
7733,359,Колхозная,19,Центр,28
7734,359,Колхозная,19,Центр,29
7735,359,Колхозная,19,Центр,2а
7736,359,Колхозная,19,Центр,2б
7737,359,Колхозная,19,Центр,3
7738,359,Колхозная,19,Центр,30
7739,359,Колхозная,19,Центр,31
7740,359,Колхозная,19,Центр,32
7741,359,Колхозная,19,Центр,33
7742,359,Колхозная,19,Центр,34
7743,359,Колхозная,19,Центр,35
7744,359,Колхозная,19,Центр,36
7745,359,Колхозная,19,Центр,37
7746,359,Колхозная,19,Центр,38
7747,359,Колхозная,19,Центр,4
7748,359,Колхозная,19,Центр,40
7749,359,Колхозная,19,Центр,41
7750,359,Колхозная,19,Центр,42
7751,359,Колхозная,19,Центр,43
7752,359,Колхозная,19,Центр,44
7753,359,Колхозная,19,Центр,46
7754,359,Колхозная,19,Центр,48
7755,359,Колхозная,19,Центр,5
7756,359,Колхозная,19,Центр,50
7757,359,Колхозная,19,Центр,52
7758,359,Колхозная,19,Центр,54
7759,359,Колхозная,19,Центр,56
7760,359,Колхозная,19,Центр,58
7761,359,Колхозная,19,Центр,6
7762,359,Колхозная,19,Центр,60
7763,359,Колхозная,19,Центр,7
7764,359,Колхозная,19,Центр,8
7765,359,Колхозная,19,Центр,9
7766,360,Комарова,19,Центр,1
7767,360,Комарова,19,Центр,10
7768,360,Комарова,19,Центр,11
7769,360,Комарова,19,Центр,12
7770,360,Комарова,19,Центр,13
7771,360,Комарова,19,Центр,14
7772,360,Комарова,19,Центр,15
7773,360,Комарова,19,Центр,16
7774,360,Комарова,19,Центр,17
7775,360,Комарова,19,Центр,18
7776,360,Комарова,19,Центр,19
7777,360,Комарова,19,Центр,1к1
7778,360,Комарова,19,Центр,2
7779,360,Комарова,19,Центр,20
7780,360,Комарова,19,Центр,21
7781,360,Комарова,19,Центр,22
7782,360,Комарова,19,Центр,23
7783,360,Комарова,19,Центр,2к1
7784,360,Комарова,19,Центр,3
7785,360,Комарова,19,Центр,4
7786,360,Комарова,19,Центр,5
7787,360,Комарова,19,Центр,5к1
7788,360,Комарова,19,Центр,6
7789,360,Комарова,19,Центр,6а
7790,360,Комарова,19,Центр,6к1
7791,360,Комарова,19,Центр,7
7792,360,Комарова,19,Центр,7А
7793,360,Комарова,19,Центр,8
7794,360,Комарова,19,Центр,9
7795,361,Коммунистическая,19,Центр,1
7796,361,Коммунистическая,19,Центр,10
7797,361,Коммунистическая,19,Центр,11
7798,361,Коммунистическая,19,Центр,11/1
7799,361,Коммунистическая,19,Центр,16
7800,361,Коммунистическая,19,Центр,19
7801,361,Коммунистическая,19,Центр,1Б
7802,361,Коммунистическая,19,Центр,1а
7803,361,Коммунистическая,19,Центр,1к1
7804,361,Коммунистическая,19,Центр,1к2
7805,361,Коммунистическая,19,Центр,1к3
7806,361,Коммунистическая,19,Центр,1к4
7807,361,Коммунистическая,19,Центр,1к5
7808,361,Коммунистическая,19,Центр,1к6
7809,361,Коммунистическая,19,Центр,2
7810,361,Коммунистическая,19,Центр,2/4
7811,361,Коммунистическая,19,Центр,21
7812,361,Коммунистическая,19,Центр,21/2
7813,361,Коммунистическая,19,Центр,21/3
7814,361,Коммунистическая,19,Центр,21б
7815,361,Коммунистическая,19,Центр,21в
7816,361,Коммунистическая,19,Центр,21к4
7817,361,Коммунистическая,19,Центр,22
7818,361,Коммунистическая,19,Центр,22/1
7819,361,Коммунистическая,19,Центр,23
7820,361,Коммунистическая,19,Центр,24
7821,361,Коммунистическая,19,Центр,25
7822,361,Коммунистическая,19,Центр,25А
7823,361,Коммунистическая,19,Центр,26
7824,361,Коммунистическая,19,Центр,27
7825,361,Коммунистическая,19,Центр,28/1
7826,361,Коммунистическая,19,Центр,28/3
7827,361,Коммунистическая,19,Центр,29
7828,361,Коммунистическая,19,Центр,2а
7829,361,Коммунистическая,19,Центр,2б
7830,361,Коммунистическая,19,Центр,2к1
7831,361,Коммунистическая,19,Центр,2к2
7832,361,Коммунистическая,19,Центр,2к3
7833,361,Коммунистическая,19,Центр,2к5
7834,361,Коммунистическая,19,Центр,3
7835,361,Коммунистическая,19,Центр,30
7836,361,Коммунистическая,19,Центр,31
7837,361,Коммунистическая,19,Центр,32
7838,361,Коммунистическая,19,Центр,32/1
7839,361,Коммунистическая,19,Центр,33
7840,361,Коммунистическая,19,Центр,34
7841,361,Коммунистическая,19,Центр,35
7842,361,Коммунистическая,19,Центр,36
7843,361,Коммунистическая,19,Центр,37
7844,361,Коммунистическая,19,Центр,38
7845,361,Коммунистическая,19,Центр,38/1
7846,361,Коммунистическая,19,Центр,39
7847,361,Коммунистическая,19,Центр,41
7848,361,Коммунистическая,19,Центр,43
7849,361,Коммунистическая,19,Центр,45
7850,361,Коммунистическая,19,Центр,5
7851,361,Коммунистическая,19,Центр,7
7852,361,Коммунистическая,19,Центр,8
7853,361,Коммунистическая,19,Центр,8а
7854,361,Коммунистическая,19,Центр,9
7855,362,Комсомольская,19,Центр,1
7856,362,Комсомольская,19,Центр,10
7857,362,Комсомольская,19,Центр,12
7858,362,Комсомольская,19,Центр,14
7859,362,Комсомольская,19,Центр,15
7860,362,Комсомольская,19,Центр,16
7861,362,Комсомольская,19,Центр,17
7862,362,Комсомольская,19,Центр,18
7863,362,Комсомольская,19,Центр,19
7864,362,Комсомольская,19,Центр,2
7865,362,Комсомольская,19,Центр,20
7866,362,Комсомольская,19,Центр,21
7867,362,Комсомольская,19,Центр,22
7868,362,Комсомольская,19,Центр,24
7869,362,Комсомольская,19,Центр,26
7870,362,Комсомольская,19,Центр,28
7871,362,Комсомольская,19,Центр,3
7872,362,Комсомольская,19,Центр,30
7873,362,Комсомольская,19,Центр,32
7874,362,Комсомольская,19,Центр,34
7875,362,Комсомольская,19,Центр,4
7876,362,Комсомольская,19,Центр,4А
7877,362,Комсомольская,19,Центр,5
7878,362,Комсомольская,19,Центр,6
7879,362,Комсомольская,19,Центр,7
7880,362,Комсомольская,19,Центр,8
7881,362,Комсомольская,19,Центр,9
7882,363,Курьятмас,21,Восточный-2,1
7883,363,Курьятмас,21,Восточный-2,1/1
7884,363,Курьятмас,21,Восточный-2,10
7885,363,Курьятмас,21,Восточный-2,11
7886,363,Курьятмас,21,Восточный-2,12
7887,363,Курьятмас,21,Восточный-2,13
7888,363,Курьятмас,21,Восточный-2,14
7889,363,Курьятмас,21,Восточный-2,15
7890,363,Курьятмас,21,Восточный-2,16/1
7891,363,Курьятмас,21,Восточный-2,17
7892,363,Курьятмас,21,Восточный-2,18
7893,363,Курьятмас,21,Восточный-2,19
7894,363,Курьятмас,21,Восточный-2,2
7895,363,Курьятмас,21,Восточный-2,2/1
7896,363,Курьятмас,21,Восточный-2,21
7897,363,Курьятмас,21,Восточный-2,22
7898,363,Курьятмас,21,Восточный-2,23
7899,363,Курьятмас,21,Восточный-2,24
7900,363,Курьятмас,21,Восточный-2,25
7901,363,Курьятмас,21,Восточный-2,26
7902,363,Курьятмас,21,Восточный-2,31
7903,363,Курьятмас,21,Восточный-2,32
7904,363,Курьятмас,21,Восточный-2,33
7905,363,Курьятмас,21,Восточный-2,34
7906,363,Курьятмас,21,Восточный-2,34/1
7907,363,Курьятмас,21,Восточный-2,35
7908,363,Курьятмас,21,Восточный-2,37
7909,363,Курьятмас,21,Восточный-2,38
7910,363,Курьятмас,21,Восточный-2,39
7911,363,Курьятмас,21,Восточный-2,4
7912,363,Курьятмас,21,Восточный-2,41
7913,363,Курьятмас,21,Восточный-2,42/1
7914,363,Курьятмас,21,Восточный-2,43
7915,363,Курьятмас,21,Восточный-2,45
7916,363,Курьятмас,21,Восточный-2,49
7917,363,Курьятмас,21,Восточный-2,5
7918,363,Курьятмас,21,Восточный-2,51
7919,363,Курьятмас,21,Восточный-2,7
7920,363,Курьятмас,21,Восточный-2,9
7921,364,Ленина,19,Центр,1
7922,364,Ленина,19,Центр,10
7923,364,Ленина,19,Центр,100
7924,364,Ленина,19,Центр,101
7925,364,Ленина,19,Центр,105
7926,364,Ленина,19,Центр,107
7927,364,Ленина,19,Центр,109
7928,364,Ленина,19,Центр,11
7929,364,Ленина,19,Центр,111
7930,364,Ленина,19,Центр,113
7931,364,Ленина,19,Центр,115
7932,364,Ленина,19,Центр,119
7933,364,Ленина,19,Центр,12
7934,364,Ленина,19,Центр,121
7935,364,Ленина,19,Центр,123
7936,364,Ленина,19,Центр,125
7937,364,Ленина,19,Центр,127
7938,364,Ленина,19,Центр,127/1
7939,364,Ленина,19,Центр,13
7940,364,Ленина,19,Центр,131
7941,364,Ленина,19,Центр,133
7942,364,Ленина,19,Центр,135
7943,364,Ленина,19,Центр,137
7944,364,Ленина,19,Центр,139
7945,364,Ленина,19,Центр,14
7946,364,Ленина,19,Центр,141
7947,364,Ленина,19,Центр,143
7948,364,Ленина,19,Центр,145
7949,364,Ленина,19,Центр,147
7950,364,Ленина,19,Центр,149
7951,364,Ленина,19,Центр,14к1
7952,364,Ленина,19,Центр,15
7953,364,Ленина,19,Центр,151
7954,364,Ленина,19,Центр,155/1
7955,364,Ленина,19,Центр,155/2
7956,364,Ленина,19,Центр,157
7957,364,Ленина,19,Центр,16/1
7958,364,Ленина,19,Центр,17
7959,364,Ленина,19,Центр,18
7960,364,Ленина,19,Центр,19
7961,364,Ленина,19,Центр,2
7962,364,Ленина,19,Центр,2/1
7963,364,Ленина,19,Центр,22
7964,364,Ленина,19,Центр,23
7965,364,Ленина,19,Центр,24
7966,364,Ленина,19,Центр,25
7967,364,Ленина,19,Центр,26
7968,364,Ленина,19,Центр,27
7969,364,Ленина,19,Центр,28
7970,364,Ленина,19,Центр,29/1
7971,364,Ленина,19,Центр,2а
7972,364,Ленина,19,Центр,2б
7973,364,Ленина,19,Центр,2в
7974,364,Ленина,19,Центр,3
7975,364,Ленина,19,Центр,30
7976,364,Ленина,19,Центр,31
7977,364,Ленина,19,Центр,32
7978,364,Ленина,19,Центр,33
7979,364,Ленина,19,Центр,34
7980,364,Ленина,19,Центр,35
7981,364,Ленина,19,Центр,36
7982,364,Ленина,19,Центр,37
7983,364,Ленина,19,Центр,38
7984,364,Ленина,19,Центр,38/1
7985,364,Ленина,19,Центр,39
7986,364,Ленина,19,Центр,4
7987,364,Ленина,19,Центр,40
7988,364,Ленина,19,Центр,41
7989,364,Ленина,19,Центр,42
7990,364,Ленина,19,Центр,43
7991,364,Ленина,19,Центр,44
7992,364,Ленина,19,Центр,46
7993,364,Ленина,19,Центр,48
7994,364,Ленина,19,Центр,49
7995,364,Ленина,19,Центр,4а
7996,364,Ленина,19,Центр,5
7997,364,Ленина,19,Центр,50
7998,364,Ленина,19,Центр,51
7999,364,Ленина,19,Центр,51А
8000,364,Ленина,19,Центр,52
8001,364,Ленина,19,Центр,52к1
8002,364,Ленина,19,Центр,53
8003,364,Ленина,19,Центр,54
8004,364,Ленина,19,Центр,55
8005,364,Ленина,19,Центр,56
8006,364,Ленина,19,Центр,57
8007,364,Ленина,19,Центр,58
8008,364,Ленина,19,Центр,6
8009,364,Ленина,19,Центр,60
8010,364,Ленина,19,Центр,61
8011,364,Ленина,19,Центр,62
8012,364,Ленина,19,Центр,63
8013,364,Ленина,19,Центр,64
8014,364,Ленина,19,Центр,65
8015,364,Ленина,19,Центр,66
8016,364,Ленина,19,Центр,68
8017,364,Ленина,19,Центр,69
8018,364,Ленина,19,Центр,7
8019,364,Ленина,19,Центр,71
8020,364,Ленина,19,Центр,72
8021,364,Ленина,19,Центр,73
8022,364,Ленина,19,Центр,74
8023,364,Ленина,19,Центр,75
8024,364,Ленина,19,Центр,76
8025,364,Ленина,19,Центр,77
8026,364,Ленина,19,Центр,78
8027,364,Ленина,19,Центр,79
8028,364,Ленина,19,Центр,8
8029,364,Ленина,19,Центр,80
8030,364,Ленина,19,Центр,81
8031,364,Ленина,19,Центр,85
8032,364,Ленина,19,Центр,87
8033,364,Ленина,19,Центр,89
8034,364,Ленина,19,Центр,9
8035,364,Ленина,19,Центр,91
8036,364,Ленина,19,Центр,95
8037,364,Ленина,19,Центр,97
8038,364,Ленина,19,Центр,99
8039,365,Лесная,20,Южный,1
8040,365,Лесная,20,Южный,11
8041,365,Лесная,20,Южный,13
8042,365,Лесная,20,Южный,14
8043,365,Лесная,20,Южный,15
8044,365,Лесная,20,Южный,16
8045,365,Лесная,20,Южный,18
8046,365,Лесная,20,Южный,2
8047,365,Лесная,20,Южный,20
8048,365,Лесная,20,Южный,22
8049,365,Лесная,20,Южный,24
8050,365,Лесная,20,Южный,26
8051,365,Лесная,20,Южный,3
8052,365,Лесная,20,Южный,4
8053,365,Лесная,20,Южный,5
8054,365,Лесная,20,Южный,6
8055,365,Лесная,20,Южный,7
8056,365,Лесная,20,Южный,8
8057,365,Лесная,20,Южный,9
8058,366,Луговая,21,Восточный-2,1
8059,366,Луговая,21,Восточный-2,10
8060,366,Луговая,21,Восточный-2,12
8061,366,Луговая,21,Восточный-2,14
8062,366,Луговая,21,Восточный-2,14/1
8063,366,Луговая,21,Восточный-2,18
8064,366,Луговая,21,Восточный-2,2
8065,366,Луговая,21,Восточный-2,2/1
8066,366,Луговая,21,Восточный-2,2/2
8067,366,Луговая,21,Восточный-2,2/3
8068,366,Луговая,21,Восточный-2,20
8069,366,Луговая,21,Восточный-2,21
8070,366,Луговая,21,Восточный-2,25
8071,366,Луговая,21,Восточный-2,25/1
8072,366,Луговая,21,Восточный-2,26
8073,366,Луговая,21,Восточный-2,27
8074,366,Луговая,21,Восточный-2,29
8075,366,Луговая,21,Восточный-2,2а
8076,366,Луговая,21,Восточный-2,3
8077,366,Луговая,21,Восточный-2,3/1
8078,366,Луговая,21,Восточный-2,31
8079,366,Луговая,21,Восточный-2,34
8080,366,Луговая,21,Восточный-2,35
8081,366,Луговая,21,Восточный-2,4
8082,366,Луговая,21,Восточный-2,4/2
8083,366,Луговая,21,Восточный-2,41
8084,366,Луговая,21,Восточный-2,46
8085,366,Луговая,21,Восточный-2,49
8086,366,Луговая,21,Восточный-2,49а
8087,366,Луговая,21,Восточный-2,5
8088,366,Луговая,21,Восточный-2,50
8089,366,Луговая,21,Восточный-2,52
8090,366,Луговая,21,Восточный-2,53
8091,366,Луговая,21,Восточный-2,54/2
8092,366,Луговая,21,Восточный-2,55
8093,366,Луговая,21,Восточный-2,57
8094,366,Луговая,21,Восточный-2,59
8095,366,Луговая,21,Восточный-2,6
8096,366,Луговая,21,Восточный-2,66
8097,366,Луговая,21,Восточный-2,68
8098,366,Луговая,21,Восточный-2,7
8099,367,Магнитогорская,22,Восточный-1,1
8100,367,Магнитогорская,22,Восточный-1,10
8101,367,Магнитогорская,22,Восточный-1,13
8102,367,Магнитогорская,22,Восточный-1,14
8103,367,Магнитогорская,22,Восточный-1,15
8104,367,Магнитогорская,22,Восточный-1,16
8105,367,Магнитогорская,22,Восточный-1,17
8106,367,Магнитогорская,22,Восточный-1,18
8107,367,Магнитогорская,22,Восточный-1,20
8108,367,Магнитогорская,22,Восточный-1,22
8109,367,Магнитогорская,22,Восточный-1,24
8110,367,Магнитогорская,22,Восточный-1,26
8111,367,Магнитогорская,22,Восточный-1,28
8112,367,Магнитогорская,22,Восточный-1,3
8113,367,Магнитогорская,22,Восточный-1,30
8114,367,Магнитогорская,22,Восточный-1,30/1
8115,367,Магнитогорская,22,Восточный-1,4
8116,367,Магнитогорская,22,Восточный-1,6
8117,367,Магнитогорская,22,Восточный-1,7
8118,367,Магнитогорская,22,Восточный-1,8
8119,367,Магнитогорская,22,Восточный-1,9
8120,368,Мажита Гафури,20,Южный,1
8121,368,Мажита Гафури,20,Южный,1/1
8122,368,Мажита Гафури,20,Южный,10
8123,368,Мажита Гафури,20,Южный,13
8124,368,Мажита Гафури,20,Южный,14
8125,368,Мажита Гафури,20,Южный,15
8126,368,Мажита Гафури,20,Южный,16
8127,368,Мажита Гафури,20,Южный,17
8128,368,Мажита Гафури,20,Южный,18
8129,368,Мажита Гафури,20,Южный,19
8130,368,Мажита Гафури,20,Южный,2
8131,368,Мажита Гафури,20,Южный,20
8132,368,Мажита Гафури,20,Южный,21
8133,368,Мажита Гафури,20,Южный,22
8134,368,Мажита Гафури,20,Южный,23
8135,368,Мажита Гафури,20,Южный,25
8136,368,Мажита Гафури,20,Южный,27
8137,368,Мажита Гафури,20,Южный,4
8138,369,Малика Якшимбетова,22,Восточный-1,10
8139,369,Малика Якшимбетова,22,Восточный-1,12
8140,369,Малика Якшимбетова,22,Восточный-1,13
8141,369,Малика Якшимбетова,22,Восточный-1,14
8142,369,Малика Якшимбетова,22,Восточный-1,15
8143,369,Малика Якшимбетова,22,Восточный-1,17
8144,369,Малика Якшимбетова,22,Восточный-1,19
8145,369,Малика Якшимбетова,22,Восточный-1,2
8146,369,Малика Якшимбетова,22,Восточный-1,2/1
8147,369,Малика Якшимбетова,22,Восточный-1,20
8148,369,Малика Якшимбетова,22,Восточный-1,21
8149,369,Малика Якшимбетова,22,Восточный-1,22
8150,369,Малика Якшимбетова,22,Восточный-1,23
8151,369,Малика Якшимбетова,22,Восточный-1,24
8152,369,Малика Якшимбетова,22,Восточный-1,26
8153,369,Малика Якшимбетова,22,Восточный-1,27
8154,369,Малика Якшимбетова,22,Восточный-1,28
8155,369,Малика Якшимбетова,22,Восточный-1,30
8156,369,Малика Якшимбетова,22,Восточный-1,34
8157,369,Малика Якшимбетова,22,Восточный-1,4
8158,369,Малика Якшимбетова,22,Восточный-1,40
8159,369,Малика Якшимбетова,22,Восточный-1,41
8160,369,Малика Якшимбетова,22,Восточный-1,6
8161,369,Малика Якшимбетова,22,Восточный-1,8
8162,370,Матросова,19,Центр,1
8163,370,Матросова,19,Центр,10/1
8164,370,Матросова,19,Центр,10/2
8165,370,Матросова,19,Центр,11
